"","ID","RegionName","NVotes","Leave","Residents","Households","AdultMeanAge","White","Owned","OwnedOutright","SocialRent","PrivateRent","Students","Unemp","UnempRate_EA","HigherOccup","Density","Deprived","MultiDepriv","Proportion","Vote","Age_18to44","Age_45_above","non_white","high_education_level","low_education_level","High_education_level","Low_education_level"
"762",762,"SE",6313,2797,8157,3125,43.9,90.5,82.8,16.9,4.8,10.7,2.2,2.6,3.1,56.3,46.8,29.3,6,0.443054015523523,"Remain",39.7,32.1,12.7,42.3,7.4,42.3,7.4
"763",763,"Y",10041,6523,16166,6911,49.7,98,76.9,29.9,10,12.2,2.3,3.4,5,31.3,3.2,58.7,27.9,0.649636490389403,"Leave",32.3,46.9,2.2,23.1,28.2,23.1,28.2
"764",764,"Y",8682,5379,15378,6532,47.7,94.9,79.2,26.3,9.8,9.9,2.6,3.4,4.6,33.8,11.3,52.8,22.4,0.619557705597789,"Leave",35.6,43.8,6.7,23.8,23.2,23.8,23.2
"765",765,"NW",5444,3625,11084,4733,47.8,91.1,69.3,24.2,17.2,12.7,3.1,5.2,7.4,22.1,40,65.3,31.8,0.665870683321087,"Leave",36,41.5,10.9,14,31.8,14,31.8
"766",766,"NW",5580,3400,9319,4088,50,97.8,77,31.4,7.8,14,2.8,4.4,6.3,35.1,3.6,55.7,24.9,0.609318996415771,"Leave",32.8,47.4,2.5,25.9,23.9,25.9,23.9
"767",767,"SE",5825,3658,16481,6446,43,79.9,48.4,15.3,17.4,32.6,6.9,7.4,10.8,22.3,79.3,66,31.7,0.627982832618026,"Leave",43.3,30.4,24.2,17.8,27.1,17.8,27.1
"768",768,"SE",5970,2795,16703,7119,39.4,75.9,29,14,28.5,40.1,31.5,3.9,7,37.6,107.4,63.1,26.3,0.468174204355109,"Remain",55.1,29.3,23.5,28.6,15.9,28.6,15.9
"769",769,"L",7759,2180,13385,5510,43.5,72.9,58.3,21.4,9.4,30.4,5.9,3.8,4.9,55,93.6,47.9,19.2,0.280964041757959,"Remain",47.7,32.7,30.8,53.7,10.2,53.7,10.2
"770",770,"WM",2516,1639,1998,779,49.2,92.5,86.3,35.5,1.2,11.1,3.1,2,2.6,40.6,1.3,43.7,13.8,0.651430842607313,"Leave",33.5,48.8,9.3,26.6,19,26.6,19
"771",771,"L",5540,2640,11712,3807,44.9,33.7,64.8,20.7,8.7,24.9,7.4,5.1,7.2,31,76.2,63.3,27.2,0.476534296028881,"Remain",38.8,35.1,85.4,28.9,17.3,28.9,17.3
"772",772,"EE",4206,1585,7388,2987,46,78.8,59.5,18.5,25.2,14.1,3.6,3.8,5,46.6,24.8,49.3,21.1,0.376842605801236,"Remain",41.7,34.4,22.3,41.6,18.5,41.6,18.5
"773",773,"EE",7010,3085,7175,3004,50,94.1,70.1,29.6,18.3,8.5,2.6,2.5,3.3,36.9,9.6,52.7,20.5,0.440085592011412,"Remain",33.3,47.6,6.6,28,21.6,28,21.6
"774",774,"Y",6869,4664,12302,5238,48.9,98.2,67.3,21.7,19.7,11.4,2.5,5,7.2,26.3,4.6,60.9,30.6,0.678992575338477,"Leave",34.6,43.8,1.9,18.2,30.4,18.2,30.4
"775",775,"L",7087,2605,13459,5371,47.3,76.2,72,27.7,5.3,21.4,5.3,3.8,5.1,49.4,50,49.4,19.3,0.367574432058699,"Remain",38.5,41,22.7,42.9,15.4,42.9,15.4
"776",776,"L",4804,2421,10009,3810,45.5,61.1,53,16.5,25.5,20.4,7,5.4,7.6,28.8,55.8,66.5,31,0.503955037468776,"Leave",40.8,35.3,44.9,25.1,23.7,25.1,23.7
"777",777,"SE",6945,4925,15139,6078,45.5,91.9,65.9,19.2,20.1,11.3,2.5,5.6,7.9,22.5,40,63.4,28.9,0.709143268538517,"Leave",38.8,36.4,8.9,14,27.5,14,27.5
"778",778,"NW",8369,4266,14093,6012,50.7,95.2,82.9,33.1,5.4,10.3,2.8,3.3,4.6,38.6,34.5,50.7,18.8,0.509738319990441,"Leave",32.1,46.6,5.5,28.4,18.8,28.4,18.8
"779",779,"WM",6794,4739,13496,5416,46.6,84.6,68.6,25.8,16.3,13.4,3.1,6.5,9.4,22.8,33.8,63.4,30.1,0.697527229908743,"Leave",37.5,39,23.3,15.7,31.6,15.7,31.6
"780",780,"Y",6549,2605,23583,7520,34.7,25.4,48.6,28.1,14.1,34.5,31.1,7.5,14.4,15.1,52.6,79.3,40,0.39777065200794,"Remain",59.5,16.8,117.5,20.9,26.1,20.9,26.1
"781",781,"WM",3634,2601,6565,2754,49.1,98.2,69.5,25.9,17.7,11.4,2.2,4.5,6.6,21.9,12.8,64.9,33,0.715740231150248,"Leave",33.9,44.4,2.1,14.3,32.3,14.3,32.3
"782",782,"NE",4076,2050,8492,3636,53.9,96,91.9,41.8,2.8,4.8,3.5,2.7,4,51.2,9,45.9,13.9,0.502944062806673,"Leave",25.2,56.6,4.6,41.5,14.2,41.5,14.2
"783",783,"SE",3722,2048,9610,4110,43,90.8,58,16.9,13.6,26.1,5.1,4.8,6.2,34.3,40.4,53.7,21.7,0.550241805480924,"Leave",46.4,32.3,9.8,26.4,17.5,26.4,17.5
"784",784,"Y",6837,4548,12133,5100,49.6,97.6,75.7,29.4,15.5,7.9,2.4,3.9,5.7,27.3,13.4,58.2,25.9,0.665204036858271,"Leave",32.3,47,3,18.3,26.4,18.3,26.4
"785",785,"WM",3296,1384,6059,2873,43.2,90.7,59.2,21.2,8.5,31,7.1,4.5,5.8,41,60.8,52.3,21.5,0.419902912621359,"Remain",48.6,34.1,11.2,35.8,16.7,35.8,16.7
"786",786,"Y",5833,3389,11398,5029,50.4,96.2,74,28.1,13,11.4,2.7,4.4,6.5,34.9,23.5,58.2,25.7,0.581004628835934,"Leave",32.1,47.5,4.7,24.3,24.3,24.3,24.3
"787",787,"WM",12482,7487,26646,10794,47.4,77.6,63,22.6,23.4,11.3,4.1,6.5,9.6,24.6,48,66.9,34.8,0.59982374619452,"Leave",36.2,39.2,31.2,17.8,31.7,17.8,31.7
"788",788,"Y",7031,5013,13445,5782,48.2,97.1,61,21,26.7,10.6,2.6,6.2,9.3,19.7,20.8,66.7,33.4,0.712985350590243,"Leave",35,42.4,3.2,12.2,34.1,12.2,34.1
"789",789,"NW",5949,3637,11551,4789,49,85.4,66,26.7,24.1,9.1,3.7,5.2,8.2,25.7,39.3,64.3,30.9,0.611363254328459,"Leave",32.7,44.6,24.6,18.4,28.8,18.4,28.8
"790",790,"WM",7788,3062,34098,12095,37.5,27.1,29.8,12.2,46.1,20.6,23.3,9.6,17.7,17.7,33.2,79.7,43.3,0.393168977914741,"Remain",50.2,20.5,89.9,18.2,29.2,18.2,29.2
"791",791,"Y",8427,6043,16012,6954,49.1,98.2,64.5,24.4,25.3,9.5,1.9,5.1,7.9,19.3,8.5,68.5,36.7,0.717099798267474,"Leave",33.8,44.8,2.1,12,38.1,12,38.1
"792",792,"NW",5283,3584,11443,5078,47.1,93,46.1,13.9,42.5,9.7,3.5,8.1,13.2,17.8,23.6,73.9,43,0.678402422865796,"Leave",36.2,39.5,7.1,12.2,40.7,12.2,40.7
"793",793,"NW",5414,3487,10307,4399,46.5,95.2,64.5,19.1,21.3,12.8,2.7,4.2,5.8,24.9,7.7,62.5,29.5,0.644070927225711,"Leave",38,38,5,15.9,27.5,15.9,27.5
"794",794,"Y",5054,3371,12402,5271,45.7,96.1,56.4,16.1,28.3,14.2,3.3,8,11.4,18.9,38.9,66.8,33.6,0.666996438464583,"Leave",37,37.1,4.1,11.8,32.5,11.8,32.5
"795",795,"WM",2512,1562,4674,1844,46.2,97.1,72.5,22.6,11.1,15.8,2.8,4.2,5.8,24.8,26.3,60.9,30.6,0.621815286624204,"Leave",38.1,37.6,3.5,15.2,29,15.2,29
"796",796,"Y",7016,3938,13612,5882,50,87.8,69.7,30.7,17,11.7,2.7,4.9,7.2,36.8,17.3,57.5,24.5,0.561288483466363,"Leave",32.9,46.6,18.8,30.9,22.8,30.9,22.8
"797",797,"SE",9048,1837,18385,8645,35.9,86.3,35.3,11.1,10.2,51.8,24.3,3.7,5.2,49.7,132.1,57.8,23,0.203028293545535,"Remain",66.5,21.9,11.7,43.7,7.9,43.7,7.9
"798",798,"NW",4072,1771,12399,3682,42.1,24.1,64.1,34.1,19.9,12.8,8.1,7.1,13.1,15.1,69.5,77.5,43.3,0.43492141453831,"Remain",41.6,25.5,125.3,15.2,36.7,15.2,36.7
"799",799,"Y",8219,6173,17697,7540,48.3,98.7,61.9,21.4,24,13.3,2.1,5.5,8.5,18.6,11.9,69.8,39.4,0.751064606399805,"Leave",34.6,42.9,1.4,11.8,38.1,11.8,38.1
"800",800,"SW",6873,3755,13919,6203,44.5,94.2,57.7,19.8,10,30.5,9.1,5.1,7.1,32.7,64.9,56.9,23.6,0.546340753673796,"Leave",44.2,38.2,5,27.1,18.3,27.1,18.3
"801",801,"SE",3021,1896,3978,1611,52.6,93.1,81.1,35.4,9.8,8.3,2.7,4.2,6.2,35.2,3.1,56.2,22.1,0.627606752730884,"Leave",27.6,52.2,8.1,22.3,23.7,22.3,23.7
"802",802,"Y",7531,2986,12056,5565,50.1,97.1,75.6,31.3,8.3,14.3,2.7,4.2,5.8,47.6,1.2,51,20.5,0.396494489443633,"Remain",30.2,48.8,2.8,45,15.9,45,15.9
"803",803,"L",5222,2089,13249,4884,41.7,48.1,39.6,9.8,33.6,23.8,8.1,7.3,10.7,25.9,42.1,70.6,35.5,0.400038299502106,"Remain",45.2,27.7,57.5,24.7,23.7,24.7,23.7
